,manuf_id,product_id,product_rev,tech,band,subband,sig_path,value,unit,pa_state,bw,pwr,vcc,icq
273,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,10,1600,18566
274,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,9,1400,18566
275,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,8,1300,18566
276,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,7,1300,18566
277,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,6,1200,18566
278,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,5,1200,18566
279,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,4,1100,18566
280,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,3,1100,18566
281,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,2,1100,18566
282,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,1,900,18566
283,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,0,900,18566
284,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,-1,900,18566
285,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,6,1000,18500
286,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,5,1000,18500
287,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,4,1000,18500
288,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,3,1000,18500
289,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,2,1000,18500
290,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,1,1000,18500
291,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,0,1000,18500
292,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-1,1000,18500
293,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-2,1000,18500
294,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-3,1000,18500
295,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-4,700,18500
296,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-5,700,18500
297,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-6,700,18500
298,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-7,700,18500
299,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-8,700,18500
300,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,10,-20,700,18500
301,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,6,1000,18500
302,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,5,1000,18500
303,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,4,1000,18500
304,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,3,1000,18500
305,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,2,1000,18500
306,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,1,1000,18500
307,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,0,1000,18500
308,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-1,1000,18500
309,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-2,1000,18500
310,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-3,1000,18500
311,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-4,700,18500
312,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-5,700,18500
313,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-6,700,18500
314,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-7,700,18500
315,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-8,700,18500
316,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,40,-20,700,18500
317,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,6,1000,18500
318,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,5,1000,18500
319,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,4,1000,18500
320,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,3,1000,18500
321,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,2,1000,18500
322,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,1,1000,18500
323,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,0,1000,18500
324,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-1,1000,18500
325,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-2,1000,18500
326,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-3,1000,18500
327,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-4,700,18500
328,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-5,700,18500
329,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-6,700,18500
330,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-7,700,18500
331,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-8,700,18500
332,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,50,-20,700,18500
333,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,80,6,1000,34484
334,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,80,5,1000,34484
335,535,510,200,NR5GSUB6,77,0,0,627667,channel,0,80,4,1000,34484
