,pwr,vcc,icq
1356,20,2800,14431
1357,19,2800,14431
1358,18,2800,14431
1359,17,2800,13567
1360,16,2800,13567
1361,15,2800,13567
1362,14,2800,11519
1363,13,2800,8447
1364,12,2800,8447
1365,11,1500,48223
1366,10,1300,48223
1367,9,1000,48223
1368,8,1000,48223
1369,7,1000,48223
1370,6,1000,48223
1371,5,1000,48223
1372,4,1000,48223
1373,3,1000,48223
1374,2,1000,48223
1375,26,4500,13423
1376,25,3800,13407
1377,24,3600,13407
1378,23,3400,13407
1379,22,3200,13407
1380,21,3000,13407
1381,20,2800,13407
1382,19,2800,14431
1383,18,2800,14431
1384,17,2300,12379
1385,16,2300,12379
1386,15,2300,12379
1387,14,2300,9337
1388,13,1800,9321
1389,12,1800,9305
1390,11,1300,9289
1391,10,1300,9373
1392,9,1000,8596
1393,8,1000,8596
1394,26,4500,13423
1395,25,3800,13407
1396,24,3600,13407
1397,23,3400,13407
1398,22,3200,13407
1399,21,3000,13407
1400,20,2800,13407
1401,19,2800,14431
1402,18,2800,14431
1403,17,2300,12379
1404,16,2300,12379
1405,15,2300,12379
1406,14,2300,9305
1407,13,1800,9305
1408,12,1800,9305
1409,11,1300,9303
1410,10,1300,9303
1411,9,1000,8596
1412,8,1000,8596
1413,26,4500,13423
1414,25,3800,13407
1415,24,3600,13407
1416,23,3400,13407
1417,22,3200,13407
1418,21,3000,13407
1419,20,2800,13407
1420,19,2800,14431
1421,18,2800,14431
1422,17,2300,12379
1423,16,2300,12379
1424,15,2300,12379
1425,14,2300,9305
1426,13,1800,9305
1427,12,1800,9305
1428,11,1300,9303
1429,10,1300,9303
1430,9,1000,8596
1431,8,1000,8596
1432,26,4500,13423
1433,25,3800,13407
1434,24,3600,13407
1435,23,3400,13407
1436,22,3200,13407
1437,21,3000,13407
1438,20,2800,13407
1439,19,2800,14431
1440,18,2800,14431
1441,17,2300,12379
1442,16,2300,12379
1443,15,2300,12379
1444,14,2300,9305
1445,13,1800,9305
1446,12,1800,9305
1447,11,1300,9303
1448,10,1300,9303
1449,9,1000,8596
1450,8,1000,8596
1451,26,4500,13423
1452,25,3800,13407
1453,24,3600,13407
1454,23,3400,13407
1455,22,3200,13407
1456,21,3000,13407
1457,20,2800,13407
1458,19,2800,14431
1459,18,2800,14431
1460,17,2300,12379
1461,16,2300,12379
1462,15,2300,12379
1463,14,2300,9305
1464,13,1800,9305
1465,12,1800,9305
1466,11,1300,9303
1467,10,1300,9303
1468,9,1000,8596
1469,8,1000,8596
1470,26,4500,13423
1471,25,3800,13407
1472,24,3600,13407
1473,23,3400,13407
1474,22,3200,13407
1475,21,3000,13407
1476,20,2800,13407
1477,19,2800,14431
1478,18,2800,14431
1479,17,2300,12379
1480,16,2300,12379
1481,15,2300,12379
1482,14,2300,9305
1483,13,1800,9305
1484,12,1800,9305
1485,11,1300,9303
1486,10,1300,9303
1487,9,1000,8596
1488,8,1000,8596
1489,26,4500,13423
1490,25,3800,13407
1491,24,3600,13407
1492,23,3400,13407
1493,22,3200,13407
1494,21,3000,13407
1495,20,2800,13407
1496,19,2800,14431
1497,18,2800,14431
1498,17,2300,12379
1499,16,2300,12379
1500,15,2300,12379
1501,14,2300,9305
1502,13,1800,9305
1503,12,1800,9305
1504,11,1300,9303
1505,10,1300,9303
1506,9,1000,8596
1507,8,1000,8596
1508,26,5000,26730
1509,25,4500,26730
1510,24,4300,26730
1511,23,3800,26716
1512,22,3600,24667
1513,21,3400,22633
1514,20,3200,22633
1515,19,3000,22633
1516,18,2800,21256
1517,17,2900,21256
1518,16,2700,21256
1519,15,2500,21256
1520,14,2300,20584
1521,13,2100,20584
1522,12,1900,20584
1523,11,1900,20584
1524,10,1900,20584
1525,9,1900,20584
1526,8,1900,20584
1527,26,5000,26715
1528,25,4500,26715
1529,24,4300,26730
1530,23,3800,24682
1531,22,3600,22633
1532,21,3400,22633
1533,20,3200,22633
1534,19,3000,22633
1535,18,2800,20584
1536,17,2900,20584
1537,16,2700,20584
1538,15,2500,20584
1539,14,2300,20584
1540,13,2100,20584
1541,12,1900,20584
1542,11,1900,20584
1543,10,1900,20584
1544,9,1900,20584
1545,8,1900,20584
1546,26,5000,26730
1547,25,4500,26730
1548,24,4300,26730
1549,23,3800,26716
1550,22,3600,24667
1551,21,3400,22633
1552,20,3200,22633
1553,19,3000,22633
1554,18,2800,21256
1555,17,2900,21256
1556,16,2700,21256
1557,15,2500,21256
1558,14,2300,20584
1559,13,2100,20584
1560,12,1900,20584
1561,11,1900,20584
1562,10,1900,20584
1563,9,1900,20584
1564,8,1900,20584
1565,26,5000,26715
1566,25,4500,26715
1567,24,4300,26730
1568,23,3800,24682
1569,22,3600,22633
1570,21,3400,22633
1571,20,3200,22633
1572,19,3000,22633
1573,18,2800,20584
1574,17,2900,20584
1575,16,2700,20584
1576,15,2500,20584
1577,14,2300,20584
1578,13,2100,20584
1579,12,1900,20584
1580,11,1900,20584
1581,10,1900,20584
1582,9,1900,20584
1583,8,1900,20584
1584,26,5000,26715
1585,25,4500,26715
1586,24,4300,26730
1587,23,3800,24682
1588,22,3600,22633
1589,21,3400,22633
1590,20,3200,22633
1591,19,3000,22633
1592,18,2800,20584
1593,17,2900,20584
1594,16,2700,20584
1595,15,2500,20584
1596,14,2300,20584
1597,13,2100,20584
1598,12,1900,20584
1599,11,1900,20584
1600,10,1900,20584
1601,9,1900,20584
1602,8,1900,20584
1603,26,4500,17512
1604,25,4500,17512
1605,24,4300,17512
1606,23,3800,17512
1607,22,3600,17512
1608,21,3400,17512
1609,20,3200,17512
1610,19,3000,16488
1611,18,2800,16488
1612,17,2900,16488
1613,16,2700,16488
1614,15,2500,16488
1615,14,2300,16488
1616,13,2100,16488
1617,12,1900,16488
1618,11,1900,16488
1619,10,1900,16488
1620,9,1900,16488
1621,8,1900,16488
1622,26,4500,26730
1623,25,4500,26730
1624,24,4300,26730
1625,23,3800,24682
1626,22,3600,22633
1627,21,3400,22633
1628,20,3200,22633
1629,19,3000,22633
1630,18,2800,20584
1631,17,2900,20584
1632,16,2700,20584
1633,15,2500,20584
1634,14,2300,20584
1635,13,2100,20584
1636,12,1900,20584
1637,11,1900,20584
1638,10,1900,20584
1639,9,1900,20584
1640,8,1900,20584
1641,26,4500,17512
1642,25,4500,17512
1643,24,4300,17512
1644,23,3800,17512
1645,22,3600,17512
1646,21,3400,17512
1647,20,3200,17512
1648,19,3000,16488
1649,18,2800,16488
1650,17,2900,16488
1651,16,2700,16488
1652,15,2500,16488
1653,14,2300,16488
1654,13,2100,16488
1655,12,1900,16488
1656,11,1900,16488
1657,10,1900,16488
1658,9,1900,16488
1659,8,1900,16488
1660,26,4500,26730
1661,25,4500,26730
1662,24,4300,26730
1663,23,3800,24682
1664,22,3600,22633
1665,21,3400,22633
1666,20,3200,22633
1667,19,3000,22633
1668,18,2800,20584
1669,17,2900,20584
1670,16,2700,20584
1671,15,2500,20584
1672,14,2300,20584
1673,13,2100,20584
1674,12,1900,20584
1675,11,1900,20584
1676,10,1900,20584
1677,9,1900,20584
1678,8,1900,20584
1679,26,4500,26730
1680,25,4500,26730
1681,24,4300,26730
1682,23,3800,24682
1683,22,3600,22633
1684,21,3400,22633
1685,20,3200,22633
1686,19,3000,22633
1687,18,2800,20584
1688,17,2900,20584
1689,16,2700,20584
1690,15,2500,20584
1691,14,2300,20584
1692,13,2100,20584
1693,12,1900,20584
1694,11,1900,20584
1695,10,1900,20584
1696,9,1900,20584
1697,8,1900,20584
1698,17,2900,12790
1699,16,2700,12790
1700,15,2500,12790
1701,14,2300,12790
1702,13,2200,12790
1703,12,2000,12790
1704,11,1800,12790
1705,10,1600,12790
1706,9,1400,12790
1707,8,1300,12678
1708,7,1300,12676
1709,6,1200,12674
1710,5,1200,12662
1711,4,1100,12630
1712,3,1100,11338
1713,2,1100,11338
1714,1,900,11338
1715,0,900,11338
1716,-1,900,11338
1717,17,2800,20616
1718,16,2700,20616
1719,15,2500,20616
1720,14,2300,20615
1721,13,2200,20616
1722,12,2000,20616
1723,11,1800,18566
1724,10,1600,18566
1725,9,1400,18566
1726,8,1300,18566
1727,7,1300,18566
1728,6,1200,18566
1729,5,1200,18566
1730,4,1100,18566
1731,3,1100,18566
1732,2,1100,18566
1733,1,900,18566
1734,0,900,18566
1735,-1,900,18566
1736,17,2900,12790
1737,16,2700,12790
1738,15,2500,12790
1739,14,2300,12790
1740,13,2200,12790
1741,12,2000,12790
1742,11,1800,12790
1743,10,1600,12790
1744,9,1400,12790
1745,8,1300,12678
1746,7,1300,12676
1747,6,1200,12674
1748,5,1200,12662
1749,4,1100,12630
1750,3,1100,11338
1751,2,1100,11338
1752,1,900,11338
1753,0,900,11338
1754,-1,900,11338
1755,17,2800,20616
1756,16,2700,20616
1757,15,2500,20616
1758,14,2300,20615
1759,13,2200,20616
1760,12,2000,20616
1761,11,1800,18566
1762,10,1600,18566
1763,9,1400,18566
1764,8,1300,18566
1765,7,1300,18566
1766,6,1200,18566
1767,5,1200,18566
1768,4,1100,18566
1769,3,1100,18566
1770,2,1100,18566
1771,1,900,18566
1772,0,900,18566
1773,-1,900,18566
1774,17,2800,20616
1775,16,2700,20616
1776,15,2500,20616
1777,14,2300,20615
1778,13,2200,20616
1779,12,2000,20616
1780,11,1800,18566
1781,10,1600,18566
1782,9,1400,18566
1783,8,1300,18566
1784,7,1300,18566
1785,6,1200,18566
1786,5,1200,18566
1787,4,1100,18566
1788,3,1100,18566
1789,2,1100,18566
1790,1,900,18566
1791,0,900,18566
1792,-1,900,18566
1793,6,1000,18500
1794,5,1000,18500
1795,4,1000,18500
1796,3,1000,18500
1797,2,1000,18500
1798,1,1000,18500
1799,0,1000,18500
1800,-1,1000,18500
1801,-2,1000,18500
1802,-3,1000,18500
1803,-4,700,18500
1804,-5,700,18500
1805,-6,700,18500
1806,-7,700,18500
1807,-8,700,18500
1808,-20,700,18500
1809,6,1000,18500
1810,5,1000,18500
1811,4,1000,18500
1812,3,1000,18500
1813,2,1000,18500
1814,1,1000,18500
1815,0,1000,18500
1816,-1,1000,18500
1817,-2,1000,18500
1818,-3,1000,18500
1819,-4,700,18500
1820,-5,700,18500
1821,-6,700,18500
1822,-7,700,18500
1823,-8,700,18500
1824,-20,700,18500
1825,6,1000,18500
1826,5,1000,18500
1827,4,1000,18500
1828,3,1000,18500
1829,2,1000,18500
1830,1,1000,18500
1831,0,1000,18500
1832,-1,1000,18500
1833,-2,1000,18500
1834,-3,1000,18500
1835,-4,700,18500
1836,-5,700,18500
1837,-6,700,18500
1838,-7,700,18500
1839,-8,700,18500
1840,-20,700,18500
1841,6,1000,18500
1842,5,1000,18500
1843,4,1000,18500
1844,3,1000,18500
1845,2,1000,18500
1846,1,1000,18500
1847,0,1000,18500
1848,-1,1000,18500
1849,-2,1000,18500
1850,-3,1000,18500
1851,-4,700,18500
1852,-5,700,18500
1853,-6,700,18500
1854,-7,700,18500
1855,-8,700,18500
1856,-20,700,18500
1857,7,1000,18500
1858,5,1000,18500
1859,-2,1000,18500
1860,-20,700,18500
1861,26,4800,26732
1862,25,4500,26716
1863,24,4300,26717
1864,23,3800,24667
1865,22,3600,24667
1866,21,3500,22619
1867,20,3400,20570
1868,19,3300,20570
1869,18,3200,14426
1870,17,3100,14426
1871,16,2900,14426
1872,15,2500,14426
1873,14,2300,14426
1874,13,2100,14426
1875,12,1900,14426
1876,11,1900,14426
1877,10,1900,14426
1878,9,1900,14426
1879,8,1900,14426
1880,26,4800,26732
1881,25,4500,26716
1882,24,4300,26717
1883,23,4100,24667
1884,22,3800,24667
1885,21,3400,22619
1886,20,3200,20570
1887,19,3000,20570
1888,18,2800,14426
1889,17,2900,14426
1890,16,2700,14426
1891,15,2500,14426
1892,14,2300,14426
1893,13,2100,14426
1894,12,1900,14426
1895,11,1900,14426
1896,10,1900,14426
1897,9,1900,14426
1898,8,1900,14426
1899,26,4800,26732
1900,25,4500,26716
1901,24,4300,26717
1902,23,3800,24667
1903,22,3600,24667
1904,21,3500,22619
1905,20,3400,20570
1906,19,3300,20570
1907,18,3200,14426
1908,17,3100,14426
1909,16,2900,14426
1910,15,2500,14426
1911,14,2300,14426
1912,13,2100,14426
1913,12,1900,14426
1914,11,1900,14426
1915,10,1900,14426
1916,9,1900,14426
1917,8,1900,14426
1918,26,4800,26732
1919,25,4500,26716
1920,24,4300,26717
1921,23,4100,24667
1922,22,3800,24667
1923,21,3400,22619
1924,20,3200,20570
1925,19,3000,20570
1926,18,2800,14426
1927,17,2900,14426
1928,16,2700,14426
1929,15,2500,14426
1930,14,2300,14426
1931,13,2100,14426
1932,12,1900,14426
1933,11,1900,14426
1934,10,1900,14426
1935,9,1900,14426
1936,8,1900,14426
1937,26,4800,26732
1938,25,4500,26716
1939,24,4300,26717
1940,23,4100,24667
1941,22,3800,24667
1942,21,3400,22619
1943,20,3200,20570
1944,19,3000,20570
1945,18,2800,14426
1946,17,2900,14426
1947,16,2700,14426
1948,15,2500,14426
1949,14,2300,14426
1950,13,2100,14426
1951,12,1900,14426
1952,11,1900,14426
1953,10,1900,14426
1954,9,1900,14426
1955,8,1900,14426
1956,26,4500,26732
1957,25,4500,22636
1958,24,4300,22620
1959,23,3800,20667
1960,22,3600,18575
1961,21,3400,18575
1962,20,3200,16475
1963,19,3000,16475
1964,18,2800,14426
1965,17,2900,14426
1966,16,2700,14426
1967,15,2500,14426
1968,14,2300,14426
1969,13,2100,14426
1970,12,1900,14426
1971,11,1900,14426
1972,10,1900,14426
1973,9,1900,14426
1974,8,1900,14426
1975,26,4500,26717
1976,25,4500,26716
1977,24,4300,26717
1978,23,3800,24667
1979,22,3600,24667
1980,21,3400,22619
1981,20,3200,20570
1982,19,3000,20570
1983,18,2800,14426
1984,17,2900,14426
1985,16,2700,14426
1986,15,2500,14426
1987,14,2300,14426
1988,13,2100,14426
1989,12,1900,14426
1990,11,1900,14426
1991,10,1900,14426
1992,9,1900,14426
1993,8,1900,14426
1994,26,4500,26732
1995,25,4500,22636
1996,24,4300,22620
1997,23,3800,20667
1998,22,3600,18575
1999,21,3400,18575
2000,20,3200,16475
2001,19,3000,16475
2002,18,2800,14426
2003,17,2900,14426
2004,16,2700,14426
2005,15,2500,14426
2006,14,2300,14426
2007,13,2100,14426
2008,12,1900,14426
2009,11,1900,14426
2010,10,1900,14426
2011,9,1900,14426
2012,8,1900,14426
2013,26,4500,26717
2014,25,4500,26717
2015,24,4300,26717
2016,23,3800,24667
2017,22,3600,24667
2018,21,3400,22619
2019,20,3200,20570
2020,19,3000,20570
2021,18,2800,14426
2022,17,2900,14426
2023,16,2700,14426
2024,15,2500,14426
2025,14,2300,14426
2026,13,2100,14426
2027,12,1900,14426
2028,11,1900,14426
2029,10,1900,14426
2030,9,1900,14426
2031,8,1900,14426
2032,26,4500,26717
2033,25,4500,26717
2034,24,4300,26717
2035,23,3800,24667
2036,22,3600,24667
2037,21,3400,22619
2038,20,3200,20570
2039,19,3000,20570
2040,18,2800,14426
2041,17,2900,14426
2042,16,2700,14426
2043,15,2500,14426
2044,14,2300,14426
2045,13,2100,14426
2046,12,1900,14426
2047,11,1900,14426
2048,10,1900,14426
2049,9,1900,14426
2050,8,1900,14426
2051,17,2800,14424
2052,16,2700,14424
2053,15,2500,14424
2054,14,2300,14424
2055,13,2200,13383
2056,12,2000,13383
2057,11,1800,12358
2058,10,1600,12358
2059,9,1400,12358
2060,8,1300,12358
2061,7,1300,12358
2062,6,1200,12358
2063,5,1200,12358
2064,4,1100,12358
2065,3,1100,12358
2066,2,1100,12358
2067,1,900,12358
2068,0,900,12358
2069,-1,900,12358
2070,17,2800,18521
2071,16,2700,18520
2072,15,2500,18520
2073,14,2300,18520
2074,13,2200,18520
2075,12,2000,18520
2076,11,1800,16455
2077,10,1600,16455
2078,9,1400,16455
2079,8,1300,16454
2080,7,1300,16454
2081,6,1200,16454
2082,5,1200,16454
2083,4,1100,16454
2084,3,1100,16454
2085,2,1100,16454
2086,1,900,16454
2087,0,900,16454
2088,-1,900,16454
2089,17,2800,14424
2090,16,2700,14424
2091,15,2500,14424
2092,14,2300,14424
2093,13,2200,13383
2094,12,2000,13383
2095,11,1800,12358
2096,10,1600,12358
2097,9,1400,12358
2098,8,1300,12358
2099,7,1300,12358
2100,6,1200,12358
2101,5,1200,12358
2102,4,1100,12358
2103,3,1100,12358
2104,2,1100,12358
2105,1,900,12358
2106,0,900,12358
2107,-1,900,12358
2108,17,2800,18521
2109,16,2700,18520
2110,15,2500,18520
2111,14,2300,18520
2112,13,2200,18520
2113,12,2000,18520
2114,11,1800,16455
2115,10,1600,16455
2116,9,1400,16455
2117,8,1300,16454
2118,7,1300,16454
2119,6,1200,16454
2120,5,1200,16454
2121,4,1100,16454
2122,3,1100,16454
2123,2,1100,16454
2124,1,900,16454
2125,0,900,16454
2126,-1,900,16454
2127,17,2800,18521
2128,16,2700,18520
2129,15,2500,18520
2130,14,2300,18520
2131,13,2200,18520
2132,12,2000,18520
2133,11,1800,16455
2134,10,1600,16455
2135,9,1400,16455
2136,8,1300,16454
2137,7,1300,16454
2138,6,1200,16454
2139,5,1200,16454
2140,4,1100,16454
2141,3,1100,16454
2142,2,1100,16454
2143,1,900,16454
2144,0,900,16454
2145,-1,900,16454
2146,6,1000,18484
2147,5,1000,18484
2148,4,1000,18484
2149,3,1000,18484
2150,2,1000,18484
2151,1,1000,18484
2152,0,1000,18484
2153,-1,1000,18484
2154,-2,1000,18484
2155,-3,1000,18484
2156,-4,700,18484
2157,-5,700,18484
2158,-6,700,18484
2159,-7,700,18484
2160,-8,700,18484
2161,-20,700,18484
2162,6,1000,18484
2163,5,1000,18484
2164,4,1000,18484
2165,3,1000,18484
2166,2,1000,18484
2167,1,1000,18484
2168,0,1000,18484
2169,-1,1000,18484
2170,-2,1000,18484
2171,-3,1000,18484
2172,-4,700,18484
2173,-5,700,18484
2174,-6,700,18484
2175,-7,700,18484
2176,-8,700,18484
2177,-20,700,18484
2178,6,1000,18484
2179,5,1000,18484
2180,4,1000,18484
2181,3,1000,18484
2182,2,1000,18484
2183,1,1000,18484
2184,0,1000,18484
2185,-1,1000,18484
2186,-2,1000,18484
2187,-3,1000,18484
2188,-4,700,18484
2189,-5,700,18484
2190,-6,700,18484
2191,-7,700,18484
2192,-8,700,18484
2193,-20,700,18484
2194,6,1000,18484
2195,5,1000,18484
2196,4,1000,18484
2197,3,1000,18484
2198,2,1000,18484
2199,1,1000,18484
2200,0,1000,18484
2201,-1,1000,18484
2202,-2,1000,18484
2203,-3,1000,18484
2204,-4,700,18484
2205,-5,700,18484
2206,-6,700,18484
2207,-7,700,18484
2208,-8,700,18484
2209,-20,700,18484
2210,6,1000,18484
2211,5,1000,18484
2212,4,1000,18484
2213,3,1000,18484
2214,2,1000,18484
2215,1,1000,18484
2216,0,1000,18484
2217,-1,1000,18484
2218,-2,1000,18484
2219,-3,1000,18484
2220,-4,700,18484
2221,-5,700,18484
2222,-6,700,18484
2223,-7,700,18484
2224,-8,700,18484
2225,-20,700,18484
2226,26,5000,26730
2227,25,4500,26730
2228,24,4300,26730
2229,23,3800,26716
2230,22,3600,24667
2231,21,3400,22633
2232,20,3200,22633
2233,19,3000,22633
2234,18,2800,21256
2235,17,2900,21256
2236,16,2700,21256
2237,15,2500,21256
2238,14,2300,20584
2239,13,2100,20584
2240,12,1900,20584
2241,11,1900,20584
2242,10,1900,20584
2243,9,1900,20584
2244,8,1900,20584
2245,26,5000,26715
2246,25,4500,26715
2247,24,4300,26730
2248,23,3800,24682
2249,22,3600,22633
2250,21,3400,22633
2251,20,3200,22633
2252,19,3000,22633
2253,18,2800,20584
2254,17,2900,20584
2255,16,2700,20584
2256,15,2500,20584
2257,14,2300,20584
2258,13,2100,20584
2259,12,1900,20584
2260,11,1900,20584
2261,10,1900,20584
2262,9,1900,20584
2263,8,1900,20584
2264,26,5000,26730
2265,25,4500,26730
2266,24,4300,26730
2267,23,3800,26716
2268,22,3600,24667
2269,21,3400,22633
2270,20,3200,22633
2271,19,3000,22633
2272,18,2800,21256
2273,17,2900,21256
2274,16,2700,21256
2275,15,2500,21256
2276,14,2300,20584
2277,13,2100,20584
2278,12,1900,20584
2279,11,1900,20584
2280,10,1900,20584
2281,9,1900,20584
2282,8,1900,20584
2283,26,5000,26715
2284,25,4500,26715
2285,24,4300,26730
2286,23,3800,24682
2287,22,3600,22633
2288,21,3400,22633
2289,20,3200,22633
2290,19,3000,22633
2291,18,2800,20584
2292,17,2900,20584
2293,16,2700,20584
2294,15,2500,20584
2295,14,2300,20584
2296,13,2100,20584
2297,12,1900,20584
2298,11,1900,20584
2299,10,1900,20584
2300,9,1900,20584
2301,8,1900,20584
2302,26,5000,26715
2303,25,4500,26715
2304,24,4300,26730
2305,23,3800,24682
2306,22,3600,22633
2307,21,3400,22633
2308,20,3200,22633
2309,19,3000,22633
2310,18,2800,20584
2311,17,2900,20584
2312,16,2700,20584
2313,15,2500,20584
2314,14,2300,20584
2315,13,2100,20584
2316,12,1900,20584
2317,11,1900,20584
2318,10,1900,20584
2319,9,1900,20584
2320,8,1900,20584
2321,26,4500,26730
2322,25,4500,26730
2323,24,4300,26730
2324,23,3800,24682
2325,22,3600,22633
2326,21,3400,22633
2327,20,3200,22633
2328,19,3000,22633
2329,18,2800,20584
2330,17,2900,20584
2331,16,2700,20584
2332,15,2500,20584
2333,14,2300,20584
2334,13,2100,20584
2335,12,1900,20584
2336,11,1900,20584
2337,10,1900,20584
2338,9,1900,20584
2339,8,1900,20584
2340,26,4500,26730
2341,25,4500,26730
2342,24,4300,26730
2343,23,3800,24682
2344,22,3600,22633
2345,21,3400,22633
2346,20,3200,22633
2347,19,3000,22633
2348,18,2800,20584
2349,17,2900,20584
2350,16,2700,20584
2351,15,2500,20584
2352,14,2300,20584
2353,13,2100,20584
2354,12,1900,20584
2355,11,1900,20584
2356,10,1900,20584
2357,9,1900,20584
2358,8,1900,20584
2359,26,4500,26730
2360,25,4500,26730
2361,24,4300,26730
2362,23,3800,24682
2363,22,3600,22633
2364,21,3400,22633
2365,20,3200,22633
2366,19,3000,22633
2367,18,2800,20584
2368,17,2900,20584
2369,16,2700,20584
2370,15,2500,20584
2371,14,2300,20584
2372,13,2100,20584
2373,12,1900,20584
2374,11,1900,20584
2375,10,1900,20584
2376,9,1900,20584
2377,8,1900,20584
2378,26,4500,26730
2379,25,4500,26730
2380,24,4300,26730
2381,23,3800,24682
2382,22,3600,22633
2383,21,3400,22633
2384,20,3200,22633
2385,19,3000,22633
2386,18,2800,20584
2387,17,2900,20584
2388,16,2700,20584
2389,15,2500,20584
2390,14,2300,20584
2391,13,2100,20584
2392,12,1900,20584
2393,11,1900,20584
2394,10,1900,20584
2395,9,1900,20584
2396,8,1900,20584
2397,26,4500,26730
2398,25,4500,26730
2399,24,4300,26730
2400,23,3800,24682
2401,22,3600,22633
2402,21,3400,22633
2403,20,3200,22633
2404,19,3000,22633
2405,18,2800,20584
2406,17,2900,20584
2407,16,2700,20584
2408,15,2500,20584
2409,14,2300,20584
2410,13,2100,20584
2411,12,1900,20584
2412,11,1900,20584
2413,10,1900,20584
2414,9,1900,20584
2415,8,1900,20584
2416,17,2800,14472
2417,16,2700,14472
2418,15,2500,14472
2419,14,2300,14472
2420,13,2200,14472
2421,12,2000,14472
2422,11,1800,12790
2423,10,1600,12710
2424,9,1400,12678
2425,8,1300,12678
2426,7,1300,12676
2427,6,1200,12674
2428,5,1200,12662
2429,4,1100,12630
2430,3,1100,11338
2431,2,1100,11338
2432,1,900,11338
2433,0,900,11338
2434,-1,900,11338
2435,17,2800,20616
2436,16,2700,20616
2437,15,2500,20616
2438,14,2300,20615
2439,13,2200,20616
2440,12,2000,20616
2441,11,1800,18566
2442,10,1600,18566
2443,9,1400,18566
2444,8,1300,18566
2445,7,1300,18566
2446,6,1200,18566
2447,5,1200,18566
2448,4,1100,18566
2449,3,1100,18566
2450,2,1100,18566
2451,1,900,18566
2452,0,900,18566
2453,-1,900,18566
2454,17,2800,14472
2455,16,2700,14472
2456,15,2500,14472
2457,14,2300,14472
2458,13,2200,14472
2459,12,2000,14472
2460,11,1800,12790
2461,10,1600,12710
2462,9,1400,12678
2463,8,1300,12678
2464,7,1300,12676
2465,6,1200,12674
2466,5,1200,12662
2467,4,1100,12630
2468,3,1100,11338
2469,2,1100,11338
2470,1,900,11338
