,pwr,vcc,icq
5443,16.9,2400,3365
5444,15.9,2300,3365
5445,14.9,2100,3365
5446,13.9,1900,3365
5447,12.9,1800,3365
5448,11.9,1700,3365
5449,10.9,1600,3365
5450,8.9,1500,3365
5451,6.9,1200,3365
5452,4.9,1200,3365
5453,2.9,1000,3365
5454,0.9,800,3365
5455,-1.1,700,3365
5456,17.9,2600,3365
5457,16.9,2400,3365
5458,15.9,2300,3365
5459,14.9,2100,3365
5460,13.9,1900,3365
5461,12.9,1800,3365
5462,11.9,1700,3365
5463,10.9,1600,3365
5464,8.9,1500,3365
5465,6.9,1200,3365
5466,4.9,1200,3365
5467,2.9,1000,3365
5468,0.9,800,3365
5469,-1.1,700,3365
5470,17.9,1300,1045
5471,16.9,1300,1045
5472,15.9,1300,1045
5473,14.9,1100,1045
5474,13.9,900,1045
5475,12.9,900,1045
5476,11.9,900,1045
5477,10.9,900,1045
5478,8.9,900,1045
5479,6.9,900,1045
5480,4.9,900,1045
5481,2.9,900,1045
5482,0.9,800,1045
5483,-1.1,700,1045
5484,17.9,1300,1301
5485,16.9,1300,1301
5486,15.9,1300,1301
5487,14.9,1100,1301
5488,13.9,900,1301
5489,12.9,900,1301
5490,11.9,900,1301
5491,10.9,900,1301
5492,8.9,900,1301
5493,6.9,900,1301
5494,4.9,900,1301
5495,2.9,900,1301
5496,0.9,800,1301
5497,-1.1,700,1301
5498,17.9,1300,1301
5499,16.9,1300,1301
5500,15.9,1300,1301
5501,14.9,1100,1301
5502,13.9,900,1301
5503,12.9,900,1301
5504,11.9,900,1301
5505,10.9,900,1301
5506,8.9,900,1301
5507,6.9,900,1301
5508,4.9,900,1301
5509,2.9,900,1301
5510,0.9,800,1301
5511,-1.1,700,1301
5512,19.9,5200,5180
5513,17.9,5200,5180
5514,16.9,4900,5180
5515,15.9,4600,5180
5516,14.9,4100,5180
5517,12.9,3800,5180
5518,10.9,3500,5180
5519,8.9,3100,5180
5520,6.9,2700,5180
5521,19.9,5000,6204
5522,17.9,4900,6204
5523,16.9,4800,6204
5524,15.9,4600,6204
5525,14.9,4100,6204
5526,12.9,3800,6204
5527,10.9,3500,6204
5528,8.9,3100,6204
5529,6.9,2700,6204
5530,19.9,5000,6204
5531,17.9,4900,6204
5532,16.9,4800,6204
5533,15.9,4600,6204
5534,14.9,4100,6204
5535,12.9,3800,6204
5536,10.9,3500,6204
5537,8.9,3100,6204
5538,6.9,2700,6204
5539,17.9,3000,2858
5540,16.9,3000,2858
5541,15.9,2700,2858
5542,14.9,2400,2858
5543,13.9,2100,2858
5544,12.9,1800,2858
5545,11.9,1700,2858
5546,10.9,1600,2858
5547,8.9,1500,2858
5548,6.9,1200,2858
5549,4.9,1200,2858
5550,2.9,1000,2858
5551,0.9,800,2858
5552,-1.1,700,2858
5553,17.9,2600,3365
5554,16.9,2400,3365
5555,15.9,2300,3365
5556,14.9,2100,3365
5557,13.9,1900,3365
5558,12.9,1800,3365
5559,11.9,1700,3365
5560,10.9,1600,3365
5561,8.9,1500,3365
5562,6.9,1200,3365
5563,4.9,1200,3365
5564,2.9,1000,3365
5565,0.9,800,3365
5566,-1.1,700,3365
5567,17.9,2600,3365
5568,16.9,2400,3365
5569,15.9,2300,3365
5570,14.9,2100,3365
5571,13.9,1900,3365
5572,12.9,1800,3365
5573,11.9,1700,3365
5574,10.9,1600,3365
5575,8.9,1500,3365
5576,6.9,1200,3365
5577,4.9,1200,3365
5578,2.9,1000,3365
5579,0.9,800,3365
5580,-1.1,700,3365
5581,17.9,1300,1045
5582,16.9,1300,1045
5583,15.9,1300,1045
5584,14.9,1100,1045
5585,13.9,900,1045
5586,12.9,900,1045
5587,11.9,900,1045
5588,10.9,900,1045
5589,8.9,900,1045
5590,6.9,900,1045
5591,4.9,900,1045
5592,2.9,900,1045
5593,0.9,800,1045
5594,-1.1,700,1045
5595,17.9,1300,1301
5596,16.9,1300,1301
5597,15.9,1300,1301
5598,14.9,1100,1301
5599,13.9,900,1301
5600,12.9,900,1301
5601,11.9,900,1301
5602,10.9,900,1301
5603,8.9,900,1301
5604,6.9,900,1301
5605,4.9,900,1301
5606,2.9,900,1301
5607,0.9,800,1301
5608,-1.1,700,1301
5609,17.9,1300,1301
5610,16.9,1300,1301
5611,15.9,1300,1301
5612,14.9,1100,1301
5613,13.9,900,1301
5614,12.9,900,1301
5615,11.9,900,1301
5616,10.9,900,1301
5617,8.9,900,1301
5618,6.9,900,1301
5619,4.9,900,1301
5620,2.9,900,1301
5621,0.9,800,1301
5622,-1.1,700,1301
5623,19.9,5200,5180
5624,17.9,5200,5180
5625,16.9,4900,5180
5626,15.9,4600,5180
5627,14.9,4100,5180
5628,12.9,3800,5180
5629,10.9,3500,5180
5630,8.9,3100,5180
5631,6.9,2700,5180
5632,19.9,5000,6204
5633,17.9,4900,6204
5634,16.9,4800,6204
5635,15.9,4600,6204
5636,14.9,4100,6204
5637,12.9,3800,6204
5638,10.9,3500,6204
5639,8.9,3100,6204
5640,6.9,2700,6204
5641,19.9,5000,6204
5642,17.9,4900,6204
5643,16.9,4800,6204
5644,15.9,4600,6204
5645,14.9,4100,6204
5646,12.9,3800,6204
5647,10.9,3500,6204
5648,8.9,3100,6204
5649,6.9,2700,6204
5650,17.9,3000,2858
5651,16.9,3000,2858
5652,15.9,2700,2858
5653,14.9,2400,2858
5654,13.9,2100,2858
5655,12.9,1800,2858
5656,11.9,1700,2858
5657,10.9,1600,2858
5658,8.9,1500,2858
5659,6.9,1200,2858
5660,4.9,1200,2858
5661,2.9,1000,2858
5662,0.9,800,2858
5663,-1.1,700,2858
5664,17.9,2600,3365
5665,16.9,2400,3365
5666,15.9,2300,3365
5667,14.9,2100,3365
5668,13.9,1900,3365
5669,12.9,1800,3365
5670,11.9,1700,3365
5671,10.9,1600,3365
5672,8.9,1500,3365
5673,6.9,1200,3365
5674,4.9,1200,3365
5675,2.9,1000,3365
5676,0.9,800,3365
5677,-1.1,700,3365
5678,17.9,2600,3365
5679,16.9,2400,3365
5680,15.9,2300,3365
5681,14.9,2100,3365
5682,13.9,1900,3365
5683,12.9,1800,3365
5684,11.9,1700,3365
5685,10.9,1600,3365
5686,8.9,1500,3365
5687,6.9,1200,3365
5688,4.9,1200,3365
5689,2.9,1000,3365
5690,0.9,800,3365
5691,-1.1,700,3365
5692,17.9,1300,1045
5693,16.9,1300,1045
5694,15.9,1300,1045
5695,14.9,1100,1045
5696,13.9,900,1045
5697,12.9,900,1045
5698,11.9,900,1045
5699,10.9,900,1045
5700,8.9,900,1045
5701,6.9,900,1045
5702,4.9,900,1045
5703,2.9,900,1045
5704,0.9,800,1045
5705,-1.1,700,1045
5706,17.9,1300,1301
5707,16.9,1300,1301
5708,15.9,1300,1301
5709,14.9,1100,1301
5710,13.9,900,1301
5711,12.9,900,1301
5712,11.9,900,1301
5713,10.9,900,1301
5714,8.9,900,1301
5715,6.9,900,1301
5716,4.9,900,1301
5717,2.9,900,1301
5718,0.9,800,1301
5719,-1.1,700,1301
5720,17.9,1300,1301
5721,16.9,1300,1301
5722,15.9,1300,1301
5723,14.9,1100,1301
5724,13.9,900,1301
5725,12.9,900,1301
5726,11.9,900,1301
5727,10.9,900,1301
5728,8.9,900,1301
5729,6.9,900,1301
5730,4.9,900,1301
5731,2.9,900,1301
5732,0.9,800,1301
5733,-1.1,700,1301
5734,19.9,5200,5183
5735,17.9,5200,5183
5736,16.9,4900,5183
5737,15.9,4600,5183
5738,14.9,4100,5183
5739,12.9,3800,5183
5740,10.9,3500,5183
5741,8.9,3100,5183
5742,6.9,2700,5183
5743,19.9,5200,5183
5744,17.9,5200,5183
5745,16.9,4900,5183
5746,15.9,4600,5183
5747,14.9,4100,5183
5748,12.9,3800,5183
5749,10.9,3500,5183
5750,8.9,3100,5183
5751,6.9,2700,5183
5752,19.9,5200,5183
5753,17.9,5200,5183
5754,16.9,4900,5183
5755,15.9,4600,5183
5756,14.9,4100,5183
5757,12.9,3800,5183
5758,10.9,3500,5183
5759,8.9,3100,5183
5760,6.9,2700,5183
5761,17.9,3000,3887
5762,16.9,3000,3887
5763,15.9,2700,3887
5764,14.9,2400,3887
5765,13.9,2100,3887
5766,12.9,1800,3887
5767,11.9,1700,3887
5768,10.9,1600,3887
5769,8.9,1500,3887
5770,6.9,1200,3887
5771,4.9,1200,3887
5772,2.9,1000,3887
5773,0.9,800,3887
5774,-1.1,700,3887
5775,17.9,2600,3887
5776,16.9,2400,3887
5777,15.9,2300,3887
5778,14.9,2100,3887
5779,13.9,1900,3887
5780,12.9,1800,3887
5781,11.9,1700,3887
5782,10.9,1600,3887
5783,8.9,1500,3887
5784,6.9,1200,3887
5785,4.9,1200,3887
5786,2.9,1000,3887
5787,0.9,800,3887
5788,-1.1,700,3887
5789,17.9,3000,3887
5790,16.9,3000,3887
5791,15.9,2700,3887
5792,14.9,2400,3887
5793,13.9,2100,3887
5794,12.9,1800,3887
5795,11.9,1700,3887
5796,10.9,1600,3887
5797,8.9,1500,3887
5798,6.9,1200,3887
5799,4.9,1200,3887
5800,2.9,1000,3887
5801,0.9,800,3887
5802,-1.1,700,3887
5803,17.9,1300,1301
5804,16.9,1300,1301
5805,15.9,1300,1301
5806,14.9,1100,1301
5807,13.9,900,1301
5808,12.9,900,1301
5809,11.9,900,1301
5810,10.9,900,1301
5811,8.9,900,1301
5812,6.9,900,1301
5813,4.9,900,1301
5814,2.9,900,1301
5815,0.9,800,1301
5816,-1.1,700,1301
5817,17.9,1300,1301
5818,16.9,1300,1301
5819,15.9,1300,1301
5820,14.9,1100,1301
5821,13.9,900,1301
5822,12.9,900,1301
5823,11.9,900,1301
5824,10.9,900,1301
5825,8.9,900,1301
5826,6.9,900,1301
5827,4.9,900,1301
5828,2.9,900,1301
5829,0.9,800,1301
5830,-1.1,700,1301
5831,17.9,1300,1301
5832,16.9,1300,1301
5833,15.9,1300,1301
5834,14.9,1100,1301
5835,13.9,900,1301
5836,12.9,900,1301
5837,11.9,900,1301
5838,10.9,900,1301
5839,8.9,900,1301
5840,6.9,900,1301
5841,4.9,900,1301
5842,2.9,900,1301
5843,0.9,800,1301
5844,-1.1,700,1301
5845,19.9,5200,5183
5846,17.9,5200,5183
5847,16.9,4900,5183
5848,15.9,4600,5183
5849,14.9,4100,5183
5850,12.9,3800,5183
5851,10.9,3500,5183
5852,8.9,3100,5183
5853,6.9,2700,5183
5854,19.9,5200,5183
5855,17.9,5200,5183
5856,16.9,4900,5183
5857,15.9,4600,5183
5858,14.9,4100,5183
5859,12.9,3800,5183
5860,10.9,3500,5183
5861,8.9,3100,5183
5862,6.9,2700,5183
5863,19.9,5200,5183
5864,17.9,5200,5183
5865,16.9,4900,5183
5866,15.9,4600,5183
5867,14.9,4100,5183
5868,12.9,3800,5183
5869,10.9,3500,5183
5870,8.9,3100,5183
5871,6.9,2700,5183
5872,17.9,3000,3887
5873,16.9,3000,3887
5874,15.9,2700,3887
5875,14.9,2400,3887
5876,13.9,2100,3887
5877,12.9,1800,3887
5878,11.9,1700,3887
5879,10.9,1600,3887
5880,8.9,1500,3887
5881,6.9,1200,3887
5882,4.9,1200,3887
5883,2.9,1000,3887
5884,0.9,800,3887
5885,-1.1,700,3887
5886,17.9,2600,3887
5887,16.9,2400,3887
5888,15.9,2300,3887
5889,14.9,2100,3887
5890,13.9,1900,3887
5891,12.9,1800,3887
5892,11.9,1700,3887
5893,10.9,1600,3887
5894,8.9,1500,3887
5895,6.9,1200,3887
5896,4.9,1200,3887
5897,2.9,1000,3887
5898,0.9,800,3887
5899,-1.1,700,3887
5900,17.9,3000,3887
5901,16.9,3000,3887
5902,15.9,2700,3887
5903,14.9,2400,3887
5904,13.9,2100,3887
5905,12.9,1800,3887
5906,11.9,1700,3887
5907,10.9,1600,3887
5908,8.9,1500,3887
5909,6.9,1200,3887
5910,4.9,1200,3887
5911,2.9,1000,3887
5912,0.9,800,3887
5913,-1.1,700,3887
5914,17.9,1300,1301
5915,16.9,1300,1301
5916,15.9,1300,1301
5917,14.9,1100,1301
5918,13.9,900,1301
5919,12.9,900,1301
5920,11.9,900,1301
5921,10.9,900,1301
5922,8.9,900,1301
5923,6.9,900,1301
5924,4.9,900,1301
5925,2.9,900,1301
5926,0.9,800,1301
5927,-1.1,700,1301
5928,17.9,1300,1301
5929,16.9,1300,1301
5930,15.9,1300,1301
5931,14.9,1100,1301
5932,13.9,900,1301
5933,12.9,900,1301
5934,11.9,900,1301
5935,10.9,900,1301
5936,8.9,900,1301
5937,6.9,900,1301
5938,4.9,900,1301
5939,2.9,900,1301
5940,0.9,800,1301
5941,-1.1,700,1301
5942,17.9,1300,1301
5943,16.9,1300,1301
5944,15.9,1300,1301
5945,14.9,1100,1301
5946,13.9,900,1301
5947,12.9,900,1301
5948,11.9,900,1301
5949,10.9,900,1301
5950,8.9,900,1301
5951,6.9,900,1301
5952,4.9,900,1301
5953,2.9,900,1301
5954,0.9,800,1301
5955,-1.1,700,1301
5956,26.3,4800,4116
5957,26,4800,4116
5958,25.4,4800,4116
5959,24.3,4800,4116
5960,23.4,4800,4116
5961,22.6,4600,4116
5962,22.0,4400,4116
5963,21.4,4200,4116
5964,21.0,3950,4116
5965,20.4,3850,4116
5966,19.6,3650,4116
5967,18.5,3450,4116
5968,17.7,3200,4116
5969,17.0,3100,4116
5970,15.6,3000,4116
5971,14.2,2900,4116
5972,13.1,2800,4116
5973,11.7,2700,4116
5974,10.4,2700,4116
5975,20.6,3000,4112
5976,19.3,3000,4112
5977,18.1,3000,4112
5978,17.3,3000,4112
5979,16.2,3000,4112
5980,15.2,2900,4112
5981,14.0,2800,4112
5982,12.8,2700,4112
5983,11.9,2600,4112
5984,10.9,2400,4112
5985,10.1,2150,4112
5986,9.3,1950,4112
5987,8.5,1750,4112
5988,7.9,1600,4112
5989,7.1,1400,4112
5990,6.3,1300,4112
5991,5.5,1100,4112
5992,4.6,1000,4112
5993,3.6,900,4112
5994,2.4,800,4112
5995,1.3,700,4112
5996,0.3,700,4112
5997,-1.5,700,4112
5998,-2.6,700,4112
5999,-3.5,700,4112
6000,8.2,900,1541
6001,6.4,900,1541
6002,5.3,900,1541
6003,4.3,900,1541
6004,3.9,800,1541
6005,2.9,800,1541
6006,1.9,800,1541
6007,0.8,700,1541
6008,-0.4,700,1541
6009,-1.3,700,1541
6010,-2.4,600,1541
6011,-3.4,600,1541
6012,25.1,5000,3087
6013,24.4,5000,3087
6014,23.1,5000,3087
6015,22.6,4800,3087
6016,22.2,4600,3087
6017,21.7,4500,3087
6018,21.0,4300,3087
6019,20.6,4200,3087
6020,19.8,4000,3087
6021,19.1,3550,3087
6022,18.2,3450,3087
6023,17.5,3300,3087
6024,16.9,3250,3087
6025,16.0,3200,3087
6026,14.7,3100,3087
6027,13.5,3000,3087
6028,12.2,2900,3087
6029,11.1,2800,3087
6030,20.4,3400,3094
6031,19.0,3400,3094
6032,18.0,3300,3094
6033,17.2,3200,3094
6034,16.5,3100,3094
6035,15.2,3000,3094
6036,13.8,2900,3094
6037,12.3,2800,3094
6038,11.1,2750,3094
6039,10.9,2550,3094
6040,10.4,2350,3094
6041,9.7,2100,3094
6042,9.0,1950,3094
6043,8.4,1800,3094
6044,7.8,1650,3094
6045,7.4,1500,3094
6046,6.9,1400,3094
6047,6.1,1200,3094
6048,5.2,1000,3094
6049,3.6,900,3094
6050,2.1,800,3094
6051,1.3,800,3094
6052,0.5,800,3094
6053,-0.6,800,3094
6054,-1.4,700,3094
6055,-2.4,700,3094
6056,-3.5,700,3094
6057,8.3,800,1539
6058,7.3,800,1539
6059,6.2,800,1539
6060,5.3,800,1539
6061,4.7,800,1539
6062,3.6,800,1539
6063,2.8,800,1539
6064,1.4,750,1539
6065,0.3,750,1539
6066,0.1,700,1539
6067,-0.8,600,1539
6068,-1,600,0
6069,-2.2,600,0
6070,-3.1,600,0
6071,24.6,5000,2335
6072,24.1,5000,2335
6073,23.7,5000,2335
6074,23.3,4900,2335
6075,22.8,4750,2335
6076,22.3,4500,2335
6077,21.7,4250,2335
6078,21,4000,2335
6079,20.2,3750,2335
6080,19.5,3600,2335
6081,18.8,3750,2335
6082,18.1,3650,2335
6083,17.3,3500,2335
6084,16.5,3400,2335
6085,15.4,3300,2335
6086,14.4,3200,2335
6087,13,3100,2335
6088,11.9,3000,2335
6089,10.9,2900,2335
6090,10.0,2800,2335
6091,20.3,3400,4127
6092,19.1,3400,4127
6093,18.2,3400,4127
6094,17.1,3400,4127
6095,16.2,3300,4127
6096,15,3200,4127
6097,14,3100,4127
6098,13,3000,4127
6099,12.3,2900,4127
6100,11.6,2750,4127
6101,11.3,2500,4127
6102,10.2,2200,4127
6103,9.5,2000,4127
6104,8.8,1800,4127
6105,8.1,1550,4127
6106,7.5,1400,4127
6107,6.9,1250,4127
6108,6.3,1000,4127
6109,5.6,1000,4127
6110,4.8,900,4127
6111,3.6,850,4127
6112,2.7,800,4127
6113,1.9,800,4127
6114,1,700,4127
6115,0.1,700,4127
6116,-1.0,700,4127
6117,-2.2,700,4127
6118,-3.4,700,4127
6119,9.1,800,1541
6120,8.2,800,1541
6121,7.4,800,1541
6122,6.1,800,1541
6123,4.8,800,1541
6124,3.6,800,1541
6125,2.4,800,1541
6126,1.5,750,1541
6127,0.1,700,1541
6128,-0.8,700,1541
6129,-1.9,500,1541
6130,-3.0,600,1541
6131,26.9,4800,0
6132,25.9,4800,0
6133,24.9,4800,0
6134,23.9,4800,0
6135,22.9,4800,0
6136,22.1,4650,0
6137,21.3,4400,0
6138,20.2,4150,0
6139,19.4,3900,0
6140,18.1,3650,0
6141,17.3,3450,0
6142,16.1,3250,0
6143,14.9,3000,0
6144,13.9,2800,0
6145,12.9,2700,0
6146,11.9,2700,0
6147,10.7,2600,0
6148,26.9,4800,0
6149,25.9,4800,0
6150,24.9,4800,0
6151,23.9,4800,0
6152,22.9,4800,0
6153,22.1,4650,0
6154,21.3,4400,0
6155,20.2,4150,0
6156,19.4,3900,0
6157,18.1,3650,0
6158,17.3,3450,0
6159,16.1,3250,0
6160,14.9,3000,0
6161,13.9,2800,0
6162,12.9,2700,0
6163,11.9,2700,0
6164,10.7,2600,0
6165,20.2,3500,0
6166,19.3,3300,0
6167,18.1,3200,0
6168,17.3,3100,0
6169,16.2,3000,0
6170,15.2,2900,0
6171,14.0,2800,0
6172,12.8,2700,0
6173,11.9,2600,0
6174,10.9,2400,0
6175,10.1,2150,0
6176,9.3,1950,0
6177,8.5,1750,0
6178,7.9,1600,0
6179,7.1,1400,0
6180,6.3,1300,0
6181,5.5,1100,0
6182,4.6,1000,0
6183,3.6,900,0
6184,2.4,800,0
6185,1.3,800,0
6186,0.3,750,0
6187,-1.5,750,0
6188,-2.6,750,0
6189,-3.5,750,0
6190,20.2,3500,0
6191,19.3,3300,0
6192,18.1,3200,0
6193,17.3,3100,0
6194,16.2,3000,0
6195,15.2,2900,0
6196,14.0,2800,0
6197,12.8,2700,0
6198,11.9,2600,0
6199,10.9,2400,0
6200,10.1,2150,0
6201,9.3,1950,0
6202,8.5,1750,0
6203,7.9,1600,0
6204,7.1,1400,0
6205,6.3,1300,0
6206,5.5,1100,0
6207,4.6,1000,0
6208,3.6,900,0
6209,2.4,800,0
6210,1.3,800,0
6211,0.3,750,0
6212,-1.5,750,0
6213,-2.6,750,0
6214,-3.5,750,0
6215,8.2,1300,0
6216,7.2,1100,0
6217,6.2,1000,0
6218,4.9,1000,0
6219,3.9,900,0
6220,3.1,900,0
6221,2.1,800,0
6222,1.2,800,0
6223,0.2,700,0
6224,-0.3,700,0
6225,-1.3,600,0
6226,-2.4,600,0
6227,-3.3,600,0
6228,8.2,1300,0
6229,7.2,1100,0
6230,6.2,1000,0
6231,4.9,1000,0
6232,3.9,900,0
6233,3.1,900,0
6234,2.1,800,0
6235,1.2,800,0
6236,0.2,700,0
6237,-0.3,700,0
6238,-1.3,600,0
6239,-2.4,600,0
6240,-3.3,600,0
6241,26.9,4600,0
6242,25.9,4600,0
6243,24.9,4600,0
6244,23.9,4600,0
6245,22.9,4500,0
6246,22.1,4400,0
6247,21.3,4300,0
6248,20.2,4150,0
6249,19.4,3900,0
6250,18.1,3650,0
6251,17.3,3450,0
6252,16.1,3250,0
6253,14.9,3000,0
6254,13.9,2800,0
6255,12.9,2700,0
6256,11.9,2700,0
6257,10.7,2600,0
6258,26.9,4600,0
6259,25.9,4600,0
6260,24.9,4600,0
6261,23.9,4600,0
6262,22.9,4500,0
6263,22.1,4400,0
6264,21.3,4300,0
6265,20.2,4150,0
6266,19.4,3900,0
6267,18.1,3650,0
6268,17.3,3450,0
6269,16.1,3250,0
6270,14.9,3000,0
6271,13.9,2800,0
6272,12.9,2700,0
6273,11.9,2700,0
6274,10.7,2600,0
6275,20.2,3500,0
6276,19.3,3300,0
6277,18.1,3200,0
6278,17.3,3100,0
6279,16.2,3000,0
6280,15.2,2900,0
6281,14.0,2800,0
6282,12.8,2700,0
6283,11.9,2600,0
6284,10.9,2400,0
6285,10.1,2150,0
6286,9.3,1950,0
6287,8.5,1750,0
6288,7.9,1600,0
6289,7.1,1400,0
6290,6.3,1300,0
6291,5.5,1100,0
6292,4.6,1000,0
6293,3.6,900,0
6294,2.4,800,0
6295,1.3,800,0
6296,0.3,750,0
6297,-1.5,750,0
6298,-2.6,750,0
6299,-3.5,750,0
6300,20.2,3500,0
6301,19.3,3300,0
6302,18.1,3200,0
6303,17.3,3100,0
6304,16.2,3000,0
6305,15.2,2900,0
6306,14.0,2800,0
6307,12.8,2700,0
6308,11.9,2600,0
6309,10.9,2400,0
6310,10.1,2150,0
6311,9.3,1950,0
6312,8.5,1750,0
6313,7.9,1600,0
6314,7.1,1400,0
6315,6.3,1300,0
6316,5.5,1100,0
6317,4.6,1000,0
6318,3.6,900,0
6319,2.4,800,0
6320,1.3,800,0
6321,0.3,750,0
6322,-1.5,750,0
6323,-2.6,750,0
6324,-3.5,750,0
6325,8.2,1300,0
6326,7.2,1100,0
6327,6.2,1000,0
6328,4.9,1000,0
6329,3.9,900,0
6330,3.1,900,0
6331,2.1,800,0
6332,1.2,800,0
6333,0.2,700,0
6334,-0.3,700,0
6335,-1.3,600,0
6336,-2.4,600,0
6337,-3.3,600,0
6338,8.2,1300,0
6339,7.2,1100,0
6340,6.2,1000,0
6341,4.9,1000,0
6342,3.9,900,0
6343,3.1,900,0
6344,2.1,800,0
6345,1.2,800,0
6346,0.2,700,0
6347,-0.3,700,0
6348,-1.3,600,0
6349,-2.4,600,0
6350,-3.3,600,0
6351,26.1,4800,0
6352,24.9,4800,0
6353,23.9,4800,0
6354,22.8,4800,0
6355,21.8,4700,0
6356,20.8,4500,0
6357,19.9,4300,0
6358,18.9,4100,0
6359,18.0,3900,0
6360,17.0,3700,0
6361,16.1,3500,0
6362,14.9,3400,0
6363,14.1,3300,0
6364,13.1,3200,0
6365,12.1,3100,0
6366,11.1,3000,0
6367,10.2,2900,0
6368,20.6,3400,0
6369,19.6,3400,0
6370,18.3,3400,0
6371,17.1,3400,0
6372,16.4,3400,0
6373,15,3300,0
6374,14.1,3100,0
6375,12.9,2900,0
6376,11.9,2700,0
6377,11,2500,0
6378,10,2300,0
6379,9,2100,0
6380,7.9,1900,0
6381,7,1700,0
6382,6,1500,0
6383,5,1300,0
6384,4,1100,0
6385,3,900,0
6386,2,800,0
6387,1,800,0
6388,0,700,0
6389,-1.2,700,0
6390,8.9,800,0
6391,6.9,800,0
6392,4.9,800,0
6393,2.9,800,0
6394,1.9,800,0
6395,0.9,700,0
6396,-0.9,700,0
6397,-1.9,700,0
6398,-2.9,600,0
6399,-3.9,600,0
6400,26.9,3900,0
6401,25.9,3900,0
6402,24.9,3900,0
6403,23.9,3900,0
6404,22.9,3900,0
6405,21.9,3900,0
6406,20.9,3900,0
6407,19.9,3800,0
6408,17.9,3600,0
6409,16.9,3400,0
6410,15.9,3250,0
6411,14.9,3050,0
6412,12.9,2800,0
6413,10.9,2600,0
6414,8.9,2400,0
6415,6.9,2400,0
6416,26.9,3900,0
6417,25.9,3900,0
6418,24.9,3900,0
6419,23.9,3900,0
6420,22.9,3900,0
6421,21.9,3900,0
6422,20.9,3900,0
6423,19.9,3800,0
6424,17.9,3600,0
6425,16.9,3400,0
6426,15.9,3250,0
6427,14.9,3050,0
6428,12.9,2800,0
6429,10.9,2600,0
6430,8.9,2400,0
6431,6.9,2400,0
6432,26.9,3900,0
6433,25.9,3900,0
6434,24.9,3900,0
6435,23.9,3900,0
6436,22.9,3900,0
6437,21.9,3900,0
6438,20.9,3900,0
6439,19.9,3900,0
6440,17.9,3900,0
6441,16.9,3900,0
6442,15.9,3900,0
6443,14.9,3900,0
6444,12.9,3900,0
6445,10.9,3900,0
6446,8.9,3900,0
6447,6.9,3900,0
6448,17.9,2400,0
6449,16.9,2300,0
6450,15.9,2150,0
6451,14.9,2000,0
6452,13.9,1850,0
6453,12.9,1750,0
6454,11.9,1600,0
6455,10.9,1500,0
6456,8.9,1400,0
6457,6.9,1350,0
6458,4.9,1250,0
6459,2.9,1150,0
6460,0.9,1000,0
6461,-1.1,1000,0
6462,17.9,2400,0
6463,16.9,2300,0
6464,15.9,2150,0
6465,14.9,2000,0
6466,13.9,1850,0
6467,12.9,1750,0
6468,11.9,1600,0
6469,10.9,1500,0
6470,8.9,1400,0
6471,6.9,1350,0
6472,4.9,1250,0
6473,2.9,1150,0
6474,0.9,1000,0
6475,-1.1,1000,0
6476,17.9,2400,0
6477,16.9,2400,0
6478,15.9,2400,0
6479,14.9,2400,0
6480,13.9,2400,0
6481,12.9,2400,0
6482,11.9,2400,0
6483,10.9,2400,0
6484,8.9,2400,0
6485,6.9,2400,0
6486,4.9,2400,0
6487,2.9,2400,0
6488,0.9,2400,0
6489,-1.1,2400,0
6490,17.9,1000,0
6491,16.9,1000,0
6492,15.9,1000,0
6493,14.9,900,0
6494,13.9,800,0
6495,12.9,800,0
6496,11.9,800,0
6497,10.9,800,0
6498,8.9,800,0
6499,6.9,800,0
6500,4.9,800,0
6501,2.9,800,0
6502,0.9,800,0
6503,-1.1,800,0
6504,17.9,1000,0
6505,16.9,1000,0
6506,15.9,1000,0
6507,14.9,900,0
6508,13.9,800,0
6509,12.9,800,0
6510,11.9,800,0
6511,10.9,800,0
6512,8.9,800,0
6513,6.9,800,0
6514,4.9,800,0
6515,2.9,800,0
6516,0.9,800,0
6517,-1.1,800,0
6518,17.9,1000,0
6519,16.9,1000,0
6520,15.9,1000,0
6521,14.9,1000,0
6522,13.9,1000,0
6523,12.9,1000,0
6524,11.9,1000,0
6525,10.9,1000,0
6526,8.9,1000,0
6527,6.9,1000,0
6528,4.9,1000,0
6529,2.9,1000,0
6530,0.9,1000,0
6531,-1.1,1000,0
6532,26.1,5000,0
6533,24.9,5000,0
6534,23.9,5000,0
6535,22.8,5000,0
6536,21.8,4800,0
6537,20.8,4600,0
6538,19.7,4400,0
6539,18.7,4200,0
6540,17.7,4000,0
6541,16.7,3800,0
6542,16.1,3600,0
6543,14.9,3400,0
6544,14.1,3300,0
6545,13.1,3200,0
6546,12.1,3100,0
6547,11.1,3000,0
6548,10.2,2900,0
6549,20.6,3400,0
6550,19.6,3400,0
6551,18.3,3400,0
6552,17.1,3400,0
6553,16.1,3400,0
6554,15,3400,0
6555,14.1,3200,0
6556,12.9,3000,0
6557,11.9,2800,0
6558,11,2550,0
6559,10,2300,0
6560,9,2100,0
6561,7.9,1900,0
6562,7,1700,0
6563,6,1500,0
6564,5,1300,0
6565,4,1100,0
6566,3,900,0
6567,2,800,0
6568,1,800,0
6569,0,700,0
6570,-1.2,700,0
6571,8.9,800,0
6572,6.9,800,0
6573,4.9,800,0
6574,2.9,800,0
6575,1.9,800,0
6576,0.9,800,0
6577,-0.9,700,0
